0038.co.jp.axfr:@ "v=spf1 include:spf.mail-cp.com ~all"
3dcoat.com.axfr:@ "v=spf1 ip4:192.99.38.185 a mx ~all include:_spf.google.com ~all"
3dgirlz.com.axfr:admin "v=spf1 +a +mx +ip4:50.28.14.47 ~all"
3dgirlz.com.axfr:beta "v=spf1 +a +mx +ip4:50.28.14.47 ~all"
3dgirlz.com.axfr:@ "v=spf1 +a +mx +ip4:50.28.14.47 ~all"
3d-kovriki.ru.axfr:@ "v=spf1 ip4:188.94.91.71 a mx ~all"
3doplanet.ru.axfr:@ "v=spf1 ip4:82.146.37.168 a mx ~all"
3dproductos.com.ar.axfr:@ "v=spf1 +a +mx -all"
3d-sexgames.eu.axfr:@ "v=spf1 a mx ip4:195.162.24.112 ~all"
3dstar.ir.axfr:@ "v=spf1 a mx ip4:199.201.123.44 ~all"
3dstheme.com.axfr:@ "v=spf1 +a +mx +ip4:50.28.78.126 ~all"
3dworldplanet.com.axfr:@ "v=spf1 a:mail.vavmaster.de mx:mail.vavmaster.de ip4:127.0.0.1 ip4:148.251.133.103 ip6:2a01:4f8:210:3264::2 ~all"
3e-online.com.axfr:@ "v=spf1 include:spf.mail.qq.com ~all"
3essentials.com.axfr:spfdallas "v=spf1 ip4:72.29.101.64/26 ip4:72.249.5.0/24 ip4:72.249.14.128/26 ip4:207.210.248.0/24 ip4:206.123.116.0/24 ~all"
3essentials.com.axfr:spfgcr "v=spf1 ip4:173.227.251.128/25 ip4:173.227.253.128/26 ip4:50.59.99.0/24 ip4:50.58.85.128/25 ip4:66.194.27.0/24 ip4:173.227.253.192/26 ip4:12.251.87.213/30 ip4:66.193.212.0/24 ip4:216.85.168.0/24 ~all"
3essentials.com.axfr:spf "v=spf1 -include:spfgcr.3essentials.com -include:spfdallas.3essentials.com ~all"
3essentials.com.axfr:@ "v=spf1 ip4:72.29.101.64/26 ip4:72.249.5.0/24 ip4:72.249.14.128/26 ip4:207.210.248.0/24 ip4:206.123.116.0/24 ip4:173.227.251.128/25 ip4:173.227.253.128/26 ip4:173.227.253.192/26 ip4:50.59.99.0/24 ip4:50.58.85.128/25 ip4:66.194.27.0/24 ~all"
3gb.pl.axfr:@ "v=spf1 a mx ip4:91.231.140.72 ip4:91.231.140.76 -all"
3ix.org.axfr:@ "v=spf1 ip4:67.23.226.207 ip4:67.23.226.209 a mx a:max.stablesecure.com ~all"
3k3.ru.axfr:@ "v=spf1 +a +mx +a:mail.stdmail.ru +ip4:5.9.176.140"
3kshop.vn.axfr:@ "v=spf1 ip4:118.69.198.246/32 mx~all"
3littlemeow.com.axfr:mailadmin "v=spf1 mx a"
3littlemeow.com.axfr:@ "v=spf1 mx a"
3mu.ru.axfr:@ "v=spf1 ip4:188.40.142.140 a mx ~all"
3-porno.net.axfr:@ "v=spf1 a mx ip4:95.211.195.130 ~all"
3sea.org.ua.axfr:@ "v=spf1 a mx ~all"
3stihii.com.ua.axfr:@ "v=spf1 a mx ~all"
3wk.com.axfr:@ "v=spf1 +a +mx +ip4:184.175.126.2 ~all"
3xforum.ro.axfr:@ "v=spf1 ip4:89.42.38.0/23 a mx -all"
3zar.ir.axfr:@ "v=spf1 a mx ip4:88.198.186.53 ~all"
400ccm.ru.axfr:@ "v=spf1 ip4:89.108.120.191 a mx ~all"
403.co.jp.axfr:@ "v=spf1 ip4:157.112.176.50 include:1lejend.com ~all"
42krunning.com.axfr:@ "v=spf1 a mx ip4:164.138.209.227 ~all"
433.vn.axfr:@ "v=spf1 mx ip4:117.103.198.169 a:mail.esportsviet.vn -all"
44est.com.axfr:@ "v=spf1 a mx ip4:79.175.163.3 ~all"
44.ua.axfr:@ "v=spf1 redirect=_spf_yandex.europeserverhost.com"
46tv.ru.axfr:@ "v=spf1 ip4:89.108.126.112 a mx ~all"
48hourcashcode.com.axfr:@ "v=spf1 a mx ip4:107.170.42.120 ~all"
4ali.ru.axfr:@ "v=spf1 a mx ip4:95.211.218.66 ~all"
4book.org.axfr:@ "v=spf1 ip4:91.200.42.139 a mx ~all"
4c360.com.axfr:@ "v=spf1 include:mailgun.org ~all"
4camail.com.axfr:@ "v=spf1 a mx ip4:188.253.2.63 ~all"
4cases.com.ua.axfr:@ "v=spf1 ip4:88.198.240.126 a mx ~all"
4club.com.axfr:@ "v=spf1 a mx ip4:46.21.30.0/24 ip4:212.203.106.0/24 ip4:212.203.121.0/28 include:t.contactlab.it -all"
4comix.net.axfr:@ "v=spf1 ip4:95.211.206.76 a mx ~all"
4cplus.com.axfr:@ "v=spf1 ip4:119.82.71.0/24 ~all"
4dem.it.axfr:_extspf "v=spf1 ip4:94.198.100.99 ~all"
4dem.it.axfr:mailchef "v=spf1 a mx ip4:95.141.32.231 ip4:95.141.44.118 ip4:158.58.169.103 ip4:94.198.100.99 include:4dem.it ~all"
4dem.it.axfr:mailgw01 "v=spf1 mx ip4:95.141.45.51 ip4:95.141.44.118 -all"
4dem.it.axfr:@ "v=spf1 mx ip4:95.141.45.51 ip4:95.141.44.118 ip4:158.58.169.34 ip4:95.141.45.208 ip4:158.58.169.103 ip4:95.141.45.189 ip4:95.141.32.231 ip4:158.58.168.56 ip4:94.198.100.99 ~all"
4dem.it.axfr:@ "v=spf1 mx ip4:95.141.45.51 ip4:95.141.44.118 ip4:95.141.32.231 ip4:158.58.169.34 ip4:95.141.45.208 ip4:158.58.169.103 ip4:95.141.45.189 ip4:158.58.168.56 ip4:94.198.100.99 ~all"
4ever.sk.axfr:@ "v=spf1 a mx ~all"
4frags.com.axfr:@ "v=spf1 mx ip4:54.76.108.94 ip4:54.72.114.52 ip4:95.128.153.201 -all"
4gift.pl.axfr:@ "v=spf include:aspmx.google.com ~all"
4icu.org.axfr:@ "v=spf1 ip4:207.7.88.51 ~all"
4invictus.com.axfr:@ "v=spf1 a mx ip4:37.247.41.162 ~all"
4khoneh.ir.axfr:@ "v=spf1 a mx ip4:136.243.14.252 ~all"
4kids.nl.axfr:@ "v=spf1 a mx ip4:46.182.216.77 ~all"
4kids.nl.axfr:@ "v=spf1" "include:sendgrid.net" "~all"
4lifedv.ru.axfr:@ "v=spf1 ip4:185.12.92.244 a mx ~all"
4lomza.pl.axfr:@ "v=spf1 mx ip4:194.181.186.0/24 -all"
4lpi.com.axfr:cle "v=spf1 ptr mx ip4:65.112.236.24/29 ~all"
4lpi.com.axfr:dnv "v=spf1 ptr mx ip4:65.102.197.64/29 ~all"
4lpi.com.axfr:htd.i "v=spf1 ptr mx ip4:208.46.135.192/28 ~all"
4lpi.com.axfr:mke "v=spf1 ptr mx ip4:207.67.81.128/25 ~all"
4lpi.com.axfr:portal "v=spf1 ptr mx include:sendgrid.net ~all"
4lpi.com.axfr:@ "v=spf1 ptr mx ip4:207.67.81.128/25 ip4:66.195.151.70 ip4:72.165.157.42 include:smtproutes.com include:smtpout.com include:sendgrid.net include:mktomail.com include:cust-spf.exacttarget.com ~all"
4lpi.com.axfr:www "v=spf1 ptr mx include:sendgrid.net ~all"
4medical.in.axfr:@ "v=spf1 a mx ~all"
4muz.net.axfr:@ "v=spf1 ip4:5.187.5.17 a mx ~all"
4okey.ru.axfr:@ "v=spf1 +a +mx -all"
4onlinebanking.com.axfr:@ "v=spf1 a mx ip4:104.245.101.139 ~all"
4paydayloansonline.com.axfr:@ "v=spf1 a mx ip4:91.121.226.205 ~all"
4pay.ro.axfr:@ "v=spf1 a mx ip4:93.113.6.80/28 ip4:85.204.232.224/28 ip4:93.113.3.103 -all"
4pera.ru.axfr:@ "v=spf1 ip4:188.94.91.71 a mx ~all"
4radiodetali.ru.axfr:@ "v=spf1 a mx ip4:95.211.218.66 ~all"
4sersaveres.com.br.axfr:server "v=spf1 include:4sersaveres.com.br -all"
4sersaveres.com.br.axfr:spf "v=spf1 a mx ip4:195.154.240.0/24 ip4:212.83.140.0/24 ip4:212.83.145.0/24 ip4:212.83.146.0/24 ip4:212.83.148.0/24 ip4:212.83.149.0/24 ip4:212.83.153.0/24 ip4:212.83.158.0/24 ?all"
4sersaveres.com.br.axfr:@ "v=spf1 a mx include:spf.4sersaveres.com.br ?all"
4solarenergy.net.axfr:@ "v=spf1 a mx ip4:5.135.112.161 ~all"
4sound.dk.axfr:@ "v=spf1 include:carmamail.com include:mail.musikborsen.se ~all"
4sound.no.axfr:@ "v=spf1 mx:smtp03-out.isp.tdc.no include:carmamail.com include:mail.musikborsen.se ~all"
4sound.se.axfr:@ "v=spf1 include:carmamail.com include:musikborsen.se ~all"
4tarin.com.axfr:@ "v=spf1 a mx ip4:5.61.30.107 ~all"
4tech.vn.axfr:@ "v=spf1 a mx ~all"
4tivo.com.axfr:@ "v=spf1 a mx ip4:195.248.234.110 ~all"
4travel.ua.axfr:@ "v=spf1 ip4:91.218.212.26 a mx ~all"
4troxoi.gr.axfr:@ "v=spf1 a:spf.spamfilter.gr -all"
4ukshopping.co.uk.axfr:@ "v=spf1 a mx a:mailforwards.extendcp.co.uk ~all"
4-video.net.axfr:@ "v=spf1 a mx ip4:5.9.158.86 ~all"
4x4.in.th.axfr:@ "v=spf1 a mx ip4:103.22.180.208 ~all"
4-you.net.axfr:@ "v=spf1 mx a ptr ip4:87.98.253.14/32 a:mail.4-you.net a:mail.vialimited.com"
500600.ru.axfr:@ "v=spf1 ip4:144.76.62.42 ip6:2a01:4f8:191:7129::2 a mx ~all"
500nations.com.axfr:@ "v=spf1 include:_spf.google.com ~all"
500rai.com.axfr:@ "v=spf1 a mx ip4:61.19.247.211 ip4:61.90.204.191 -all"
50plusmatch.be.axfr:@ "v=spf1 a mx a:mail.match4me.nl a:50plusmatch.be mx:mail.match4me.nl include:_spf.google.com include:fs1.flyingmail.eu ip4:193.27.87.19 ip4:193.27.87.63 ip4:193.27.87.64 ip4:91.231.175.17 ~all"
50plusmatch.be.axfr:@ "v=spf1 a mx a:mail.match4me.nl a:50plusmatch.be mx:mail.match4me.nl include:_spf.google.com ip4:193.27.87.19 ip4:193.27.87.63 ip4:193.27.87.64 ip4:91.231.175.17 ~all"
50plusmatch.fi.axfr:@ "v=spf1 a mx a:mail.match4me.nl a:50plusmatch.fi mx:mail.match4me.nl include:_spf.google.com include:fs1.flyingmail.eu ip4:193.27.87.19 ip4:193.27.87.62 ip4:91.231.175.6 ~all"
50plusmatch.nl.axfr:@ "v=spf1 a mx a:mail.match4me.nl a:50plusmatch.nl mx:mail.match4me.nl include:_spf.google.com include:fs1.flyingmail.eu ip4:193.27.87.19 ip4:193.27.86.169 ip4:91.231.175.6 ~all"
50plusmatch.nl.axfr:@ "v=spf1 a mx a:mail.match4me.nl a:50plusmatch.nl mx:mail.match4me.nl include:_spf.google.com ip4:193.27.87.19 ip4:193.27.86.169 ip4:91.231.175.6 ~all"
54423000.com.axfr:@ "v=spf1 a mx ip4:59.188.217.171 ~all"
555happy.com.axfr:@ "v=spf1 a mx ip4:27.254.96.158 ip4:122.155.12.137 ip4:27.254.67.4 ip4:202.183.192.159 ~all"
55auto.biz.axfr:@ "v=spf1 ip4:203.183.142.128/25 ip4:202.130.45.0/25 ~all"
55bux.com.axfr:@ "v=spf1 a mx ip4:51.254.45.97 ~all"
55stores.com.axfr:@ "v=spf1 a mx ip4:103.6.245.156 ~all"
5692.com.ua.axfr:@ "v=spf1 redirect=_spf_yandex.europeserverhost.com"
5app.ru.axfr:@ "v=spf1 ip4:62.149.24.76 a mx ~all"
5-fifth.com.axfr:bounce "v=spf1 include:precs.5-fifth.com include:treasuremail.jp ~all"
5-fifth.com.axfr:precs "v=spf1 +ip4:202.238.158.192/28 +ip4:202.214.251.16/28 +ip4:202.214.251.32/28 +ip4:202.232.69.58 ~all"
5-fifth.com.axfr:_spf2 "v=spf1 ip4:54.249.224.180 ip4:54.250.121.245 ip4:54.250.121.250 ip4:54.250.121.251 ~all"
5-fifth.com.axfr:_spf3 "v=spf1 ip4:54.248.219.101 ip4:54.248.219.112 ip4:54.248.219.113 ip4:54.248.219.85 ip4:54.248.219.88 ~all"
5-fifth.com.axfr:_spf "v=spf1 ip4:54.248.235.123 ip4:54.249.224.195 ip4:54.248.234.31 ip4:54.249.224.180 include:_spf2.5-fifth.com include:_spf3.5-fifth.com ~all"
5-fifth.com.axfr:@ "v=spf1 mx:5-fifth.com include:_spf.google.com include:precs.5-fifth.com include:treasuremail.jp +ip4:118.67.76.104 include:_spf.5-fifth.com include:_spf.postcarrier.jp ~all"
5giaybh.com.axfr:@ "v=spf1 a mx ~all"
5giay.com.axfr:@ "v=spf1 a mx ~all"
5home.asia.axfr:@ "v=spf1 a mx ip4:103.249.23.29 mx:qgs.vn ?all"
5home.asia.axfr:@ "v=spf1 a mx ip4:112.213.92.2 mx:qgs.vn ?all"
5linx.net.axfr:@ "v=spf1 a:mail.5linx.net mx:5linx.net ip4:199.73.87.12 ip4:199.73.87.11 -all"
5mp3.org.axfr:@ "v=spf1 ip4:200.7.96.62 a mx ~all"
5ok.com.ua.axfr:\032e-mail "v=spf1 mx ip4:195.135.197.192/29 include:spf.esputnik.com.ua ~all"
5ok.com.ua.axfr:@ "v=spf1 mx ip4:195.135.197.192/29 ~all"
5splusom-school.ru.axfr:@ "v=spf1 ip4:91.245.210.197 a mx ~all"
601okd.com.axfr:@ "v=spf1 a mx ip4:103.27.201.191 ~all"
60-fps.org.axfr:@ "v=spf1 ip4:37.1.204.136 a mx ~all"
6264.com.ua.axfr:@ "v=spf1 redirect=_spf_yandex.europeserverhost.com"
6267.ir.axfr:@ "v=spf1 a mx ip4:5.61.25.18 ~all"
627400.ru.axfr:@ "v=spf1 ip4:5.9.111.17 a mx ~all"
62.ua.axfr:@ "v=spf1 redirect=_spf_yandex.europeserverhost.com"
64pokupki.ru.axfr:@ "v=spf1 a mx ip4:77.221.143.184/29 ip4:92.243.64.232/29 ip4:92.243.64.240/29 include:_spf.yandex.ru ~all"
681busterminal.com.axfr:@ "v=spf1 a mx ip4:218.213.226.202 ~all"
68gkb.ru.axfr:@ "v=spf1 redirect=_spf.mail.ru"
6969-chat.tv.axfr:@ "v=spf1 +ip4:61.193.164.223/28 +ip4:60.32.76.248/29 +ip4:60.32.73.248/29 ~all"
69level.com.axfr:@ "v=spf1 ip4:46.28.67.220 a mx ~all"
69level.com.axfr:@ "v=spf1 redirect=_spf.yandex.ru"
6profi-forum.com.axfr:@ "v=spf1 include:spf.mailjet.com ?all"
70000000.ir.axfr:@ "v=spf1 a mx ip4:130.185.78.162 ~all"
7010.ir.axfr:@ "v=spf1 a mx ip4:130.185.73.103 ~all"
70serquer.com.br.axfr:server "v=spf1 include:70serquer.com.br -all"
70serquer.com.br.axfr:spf "v=spf1 a mx ip4:5.189.171.0/24 ip4:5.189.175.0/24 ?all"
70serquer.com.br.axfr:@ "v=spf1 a mx include:spf.70serquer.com.br ?all"
717450.net.axfr:mg "v=spf1 include:mailgun.org ~all"
717450.net.axfr:@ "v=spf1 +ip4:210.152.134.59 +ip4:210.170.63.145 +ip4:210.170.63.175 +ip4:203.83.240.200 +ip4:210.170.63.174 ~all"
71dscqur.com.br.axfr:server "v=spf1 include:71dscqur.com.br -all"
71dscqur.com.br.axfr:spf "v=spf1 a mx ip4:5.189.171.0/24 ip4:5.189.175.0/24 ?all"
71dscqur.com.br.axfr:@ "v=spf1 a mx include:spf.71dscqur.com.br ?all"
720hd.ru.axfr:@ "v=spf1 ip4:178.57.218.27 a mx ~all"
720pfilmizle.tv.axfr:@ "v=spf1 a mx ip4:46.105.183.95 ~all"
720porno.net.axfr:@ "v=spf1 ip4:95.211.206.76 a mx ~all"
72dswiquro.com.br.axfr:server "v=spf1 include:72dswiquro.com.br -all"
72dswiquro.com.br.axfr:spf "v=spf1 a mx ip4:5.189.171.0/24 ip4:5.189.175.0/24 ?all"
72dswiquro.com.br.axfr:@ "v=spf1 a mx include:spf.72dswiquro.com.br ?all"
72gold.ru.axfr:@ "v=spf1 redirect=_spf.yandex.ru"
74ervquer.com.br.axfr:server "v=spf1 include:74ervquer.com.br -all"
74ervquer.com.br.axfr:spf "v=spf1 a mx ip4:195.154.232.0/24 ip4:212.129.30.0/24 ip4:212.129.31.0/24 ip4:212.129.32.0/24 ip4:212.129.44.0/24 ?all"
74ervquer.com.br.axfr:@ "v=spf1 a mx include:spf.74ervquer.com.br ?all"
7772020.ru.axfr:@ "v=spf1 +a +mx -all"
777cd.info.axfr:@ "v=spf1 a mx ip4:185.4.30.2 ~all"
777filmov.net.axfr:@ "v=spf1 ip4:193.200.173.108 a mx ~all"
77mart.co.kr.axfr:@ "v=spf1 ip4:221.143.42.10 ~all"
77metrov.ru.axfr:@ "v=spf1 ip4:46.254.20.38 a mx ~all"
77rc.ru.axfr:@ "v=spf1 redirect=_spf.mail.ru"
78studio.net.axfr:@ "v=spf1 a mx ip4:43.241.72.117 ~all"
7dariche.ir.axfr:@ "v=spf1 a mx ip4:31.25.89.19 ~all"
7dias7noches.net.axfr:@ "v=spf1 ip4:209.62.75.2 ip4:174.133.199.50 a mx include:websitewelcome.com ~all"
7do.ru.axfr:@ "v=spf1 ip4:89.108.109.73 include:_spf.yandex.net ~all"
7flash.net.axfr:@ "v=spf1 ip4:153.120.59.239 mx ~all"
7ganj.ir.axfr:@ "v=spf1 a mx ip4:178.216.248.186 ~all"
7gates.net.axfr:@ "v=spf1 +ip4:210.188.201.72 ~all"
7kilometr.com.axfr:@ "v=spf1 ip4:78.46.158.130 a mx ~all"
7petel.ru.axfr:@ "v=spf1 ip4:217.16.16.0/24 ip4:217.16.22.0/24 ip4:83.222.22.0/24 ip4:83.222.23.0/24 ip4:83.222.24.0/24 ip4:83.222.25.0/24 ip4:90.156.155.0/24 ip4:90.156.200.0/24 ip4:90.156.201.0/24 ip4:90.156.203.0/24 include:spf.unisender.com ~all"
7p-group.com.axfr:mailhost1 "v=spf1 a -all"
7p-group.com.axfr:mailhost2 "v=spf1 a -all"
7p-group.com.axfr:mailhost3 "v=spf1 a -all"
7p-group.com.axfr:mailhost4 "v=spf1 a -all"
7p-group.com.axfr:mailhost5 "v=spf1 a -all"
7p-group.com.axfr:mailhost6 "v=spf1 a -all"
7p-group.com.axfr:mailrelay "v=spf1 a -all"
7p-group.com.axfr:mrs "v=spf1 a -all"
7p-group.com.axfr:@ "v=spf1 ip4:194.115.214.187 ip4:212.144.228.160/28 ip4:145.253.85.48/29 ip4:145.253.149.128/26 ip4:145.253.149.0/27 ip4:195.232.244.0/26 ip4:81.173.193.196 ip4:81.173.193.197 ip4:85.114.159.232 mx a:gw.voda.kunden.csl.de -all"
7plus-e.com.axfr:@ "v=spf1 +ip4:157.112.177.103"
7ppm-suisosui.jp.axfr:@ "v=spf1 ip4:133.242.82.84 ip6:2401:2500:103:12:133:242:82:84 +ip4:27.112.105.140 ~all"
7rader.com.axfr:@ "v=spf1 a mx ip4:103.4.217.91 ~all"
7scores.com.axfr:@ "v=spf1 a mx ip4:176.32.32.22 ~all"
7seasproshopthai.com.axfr:@ "v=spf1 a mx ip4:122.155.0.223 ~all"
7theme.net.axfr:@ "v=spf1 a mx -all"
7thingsmedia.com.axfr:newsite "v=spf1 +a +mx +ip4:50.28.91.113 ?all"
7thingsmedia.com.axfr:team "v=spf1 +a +mx +ip4:50.28.91.113 ?all"
7thingsmedia.com.axfr:@ "v=spf1 +a +mx +ip4:50.28.91.113 ?all"
7thingsmedia.com.axfr:@ "v=spf1 include:xero.com include:spf.messagelabs.com -all"
7vps.ir.axfr:@ "v=spf1 a mx ip4:192.99.230.246 ~all"
800teleservices.com.axfr:@ "v=spf1 include:spf.icoremail.net -all"
80gays.com.axfr:@ "v=spf1 ip4:66.171.238.0/22 a mx include:mail.gigegeo.com ~all"
81pan.com.axfr:@ "v=spf1 include:spf.163.com ~all"
8284.co.jp.axfr:@ "v=spf1 ip4:210.171.136.0/24 ~all"
8284.co.jp.axfr:@ "v=spf1 ip4:210.171.136.21 ~all"
83serqrmas.com.br.axfr:server "v=spf1 include:83serqrmas.com.br -all"
83serqrmas.com.br.axfr:spf "v=spf1 a mx ip4:5.189.179.0/24 ip4:5.189.180.0/24 ?all"
83serqrmas.com.br.axfr:@ "v=spf1 a mx include:spf.83serqrmas.com.br ?all"
84000.org.axfr:@ "v=spf1 a mx ip4:203.146.170.90 +all"
8422city.ru.axfr:@ "v=spf1 redirect=_spf_yandex.europeserverhost.com"
84seroqemis.com.br.axfr:server "v=spf1 include:84seroqemis.com.br -all"
84seroqemis.com.br.axfr:spf "v=spf1 a mx ip4:5.189.179.0/24 ip4:5.189.180.0/24 ?all"
84seroqemis.com.br.axfr:@ "v=spf1 a mx include:spf.84seroqemis.com.br ?all"
852.com.axfr:* "v=spf1 a ip4:74.63.122.26/29 ~all"
85games.com.axfr:@ "v=spf1 ip4:204.197.242.168 a mx include:aspmx.googlemail.com ~all"
87132.ir.axfr:@ "v=spf1 a mx ip4:185.37.55.93 ~all"
88auto.biz.axfr:@ "v=spf1 +ip4:203.183.142.128/25 ip4:202.230.45.0/25 include:05auto.biz ~all"
89decibeles.com.axfr:@ "v=spf1 ip4:72.27.230.78 ip4:72.250.241.54 ip4:72.27.230.73 a mx ?all"
8a.pl.axfr:@ "v=spf1 ptr a:mail.8a.pl ip4:213.189.57.171/32 ip4:37.187.248.78/32 ip4:91.227.203.18/32 ip4:91.227.203.16/32 ~all"
8chances.com.axfr:bounce.ideesmart.fr "v=spf2.0/mfrom mx ip4:89.145.177.20 ip4:89.145.177.23 ip4:89.145.177.30 ip4:89.145.177.31 ip4:89.145.177.32 ip4:89.145.177.33 ip4:89.145.177.34 ip4:89.145.177.35 ip4:91.216.84.0/23 ~all"
8chances.com.axfr:bounce "v=spf1 mx ip4:89.145.177.20 ip4:89.145.177.23 ip4:89.145.177.30 ip4:89.145.177.31 ip4:89.145.177.32 ip4:89.145.177.33 ip4:89.145.177.34 ip4:89.145.177.35 ip4:91.216.84.0/23 a mx include:bp06.net include:sendgrid.net ~all"
8chances.com.axfr:@ "v=spf1 mx ip4:89.145.177.20 ip4:89.145.177.23 ip4:89.145.177.30 ip4:89.145.177.31 ip4:89.145.177.32 ip4:89.145.177.33 ip4:89.145.177.34 ip4:89.145.177.35 ip4:91.216.84.0/23 a mx include:bp06.net include:sendgrid.net ~all"
8chances.com.axfr:@ "v=spf2.0/mfrom mx ip4:89.145.177.20 ip4:89.145.177.23 ip4:89.145.177.30 ip4:89.145.177.31 ip4:89.145.177.32 ip4:89.145.177.33 ip4:89.145.177.34 ip4:89.145.177.35 ip4:91.216.84.0/23 ~all"
8deynews.com.axfr:@ "v=spf1 a mx ip4:5.160.219.50 ~all"
8-digitalmarketing.com.axfr:demo "v=spf1 +a +mx +ip4:198.187.29.32 +ip4:198.187.29.33 ~all"
8-digitalmarketing.com.axfr:@ "v=spf1 +a +mx +ip4:198.187.29.32 +ip4:199.188.203.213 ~all"
8films.net.axfr:@ "v=spf1 redirect=_spf.yandex.ru"
8gio.vn.axfr:@ "v=spf1 include:_spf.google.com ~all"
8melody.ir.axfr:@ "v=spf1 a mx ip4:148.251.184.85 ~all"
8showbiz.com.axfr:@ "v=spf1 a mx ~all"
8tinama.ir.axfr:@ "v=spf1 a mx ip4:185.37.55.122 ~all"
90music.ir.axfr:@ "v=spf1 a mx ip4:185.88.177.140 ~all"
911virgin.com.axfr:@ "v=spf1 a mx include:_spf.google.com mx:mail.911virgin.com ~all"
91sosf.com.axfr:@ "v=spf1 a mx ~all"
98ava.net.axfr:@ "v=spf1 a mx ip4:109.200.27.82 ~all"
98ia.com.axfr:charge "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:chat "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:f "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:invisible "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:iranianbigshop2 "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:iranianbigshopcom "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:shop "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:sooresokhan "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:twit "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:up "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:@ "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98ia.com.axfr:wp "v=spf1 +a +mx +ip4:79.127.127.62 ?all"
98.lt.axfr:@ "v=spf1 a mx ip4:193.200.124.32 ~all"
9955599.ru.axfr:@ "v=spf1 ip4:185.12.95.51 a mx ~all"
99wat.com.axfr:@ "v=spf1 a mx ip4:27.254.41.147 ~all"
9am.vn.axfr:@ "v=spf1 a mx ~all"
9carthai.com.axfr:@ "v=spf1 a mx ip4:27.254.62.239 ~all"
9chill.com.axfr:@ "v=spf1 a mx ip4:103.245.167.4 ~all"
9dbjnb.com.axfr:@ "v=spf1 a mx ~all"
9gag.co.kr.axfr:@ "v=spf1 ip4:114.108.129.127 ~all"
9k.co.kr.axfr:@ "v=spf1 ip4:114.203.87.23 ~all"
9maya.ru.axfr:@ "v=spf1 ip4:37.1.199.173 a mx ~all"
9mobi.vn.axfr:@ "v=spf1 a mx ~all"
9mobi.vn.axfr:@ "v=spf1" "a" "mx" "~all"
9nudist.com.axfr:@ "v=spf1 ip4:5.45.75.15 a mx ~all"
9poto.com.axfr:@ "v=spf1 a mx ip4:122.155.171.32 ~all"
9r5t.com.axfr:@ "v=spf1 ip4:67.225.140.28 ip4:184.154.63.250 ip4:173.236.27.146 a mx 173.236.27.146 ~all"
9skills.net.axfr:@ "v=spf1 a mx ip4:27.254.41.190 ~all"
9teens.org.axfr:@ "v=spf1 ip4:5.45.75.15 a mx ~all"
9ts.ru.axfr:@ "v=spf1 a mx ip4:46.17.46.46 ~all"
9ts.ru.axfr:@ "v=spf1" "ip4:123.123.123.123" "~all"
a-1appliance.com.axfr:@ "v=spf1 a mx ip4:67.132.246.4 ~all"
a1coffee.co.uk.axfr:@ "v=spf1 a mx a:mailforwards.extendcp.co.uk ~all"
a1coffee.co.uk.axfr:@ "v=spf1 a mx include:cmail1.com ?all "
a2hosting.com.axfr:affiliates "v=spf1 +a +mx +ip4:216.119.143.62 ?all"
a2hosting.com.axfr:dev2 "v=spf1 +a +mx +ip4:216.119.143.62 ?all"
a2hosting.com.axfr:listserv "v=spf1 +a +mx +ip4:216.119.143.62 ?all"
a2hosting.com.axfr:old "v=spf1 +a +mx +ip4:69.39.89.122 ?all"
a2hosting.com.axfr:spf "v=spf1 include:relay.mailchannels.net a:barracuda.supercp.com ?all"
a2hosting.com.axfr:@ "v=spf1 +a +mx +ip4:216.119.143.62 +ip4:216.119.143.50 +ip4:216.119.143.5 ?all"
a2phone.ir.axfr:@ "v=spf1 a mx ip4:162.223.95.52 ~all"
a3sport.cz.axfr:@ "v=spf1 mx ip4:217.11.236.80/28 ip4:77.78.106.128/26 a:a3sport.vshosting.cz ~all"
a4n.ir.axfr:@ "v=spf1 a mx ip4:136.243.193.177 ~all"
a4team.hu.axfr:@ "v=spf1 include:_spf.google.com ip4:195.56.147.60 ip4:91.82.226.0/24 ip4:91.83.123.0/24 -all"
a4toner.com.axfr:@ "v=spf1 include:a4toner.ip-zone.com a mx ip4:37.187.165.57 -all"
a4toner.com.axfr:@ "v=spf2.0/pra include:a4toner.ip-zone.com a mx ip4:37.187.165.57 -all"
a8.com.axfr:@ "v=spf1 ip4:219.133.37.121 ip4:219.133.36.218 ip4:211.144.132.154 -all"
a8e.net.br.axfr:smtp "v=spf1 a mx ptr ?all"
a8e.net.br.axfr:@ "v=spf1 a mx ptr ?all"
a9869.com.axfr:@ "v=spf1" "mx" "~all"
